,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
15594,650,Selangor - Damansara Damai,Apartment,3.0,0.0,2.0,650,Partially Furnished,"Security, Lift, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
15595,950,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,800,Not Furnished,"Jogging Track, Security, Parking, Swimming Pool, Playground, Minimart",Cooking Allowed,Selangor
15596,2000,Selangor - Shah Alam,Condominium,4.0,2.0,3.0,1065,Partially Furnished,"Gymnasium, Tennis Court, Jogging Track, Multipurpose hall, Club house, Parking, Minimart, Playground, Sauna, Lift, Squash Court, Barbeque area, Security, Swimming Pool",None,Selangor
15597,950,Selangor - Kajang,Condominium,3.0,2.0,2.0,1250,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15598,700,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15599,1300,Selangor - Shah Alam,Apartment,3.0,0.0,1.0,653,Not Furnished,Parking,None,Selangor
15600,800,Selangor - Kajang,Condominium,3.0,2.0,2.0,1022,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15601,1400,Selangor - Puchong,Apartment,3.0,1.0,2.0,818,Partially Furnished,"Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
15602,700,Selangor - Puchong,Apartment,3.0,1.0,2.0,800,Partially Furnished,"Barbeque area, Playground, Parking","Cooking Allowed, Near KTM/LRT",Selangor
15603,900,Selangor - Bandar Sungai Long,Condominium,4.0,2.0,3.0,1233,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15604,850,Selangor - Kajang,Condominium,3.0,1.0,2.0,883,Not Furnished,"Playground, Swimming Pool, Gymnasium, Minimart, Parking, Security, Sauna",None,Selangor
15605,1500,Selangor - USJ,Service Residence,2.0,0.0,1.0,650,Partially Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
15606,1000,Selangor - Cheras,Condominium,3.0,2.0,2.0,1266,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15607,2000,Selangor - Port Klang,Condominium,2.0,0.0,2.0,780,Fully Furnished,None,None,Selangor
15608,1600,Selangor - Bandar Mahkota Cheras,Condominium,4.0,2.0,2.0,1396,Fully Furnished,"Club house, Gymnasium, Jogging Track, Lift, Parking, Playground, Multipurpose hall, Security, Swimming Pool, Tennis Court, Barbeque area, Sauna, Minimart, Squash Court","Cooking Allowed, Air-Cond",Selangor
15609,2600,Selangor - Setia Alam,Condominium,3.0,2.0,2.0,958,Partially Furnished,"Parking, Squash Court, Security, Minimart, Swimming Pool, Jogging Track, Lift, Playground, Gymnasium, Tennis Court, Barbeque area, Sauna",None,Selangor
15610,2400,Selangor - Bandar Kinrara,Service Residence,2.0,2.0,2.0,860,Fully Furnished,"Lift, Security, Parking, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
15611,1199,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
15612,1200,Selangor - Rawang,Condominium,3.0,2.0,2.0,830,Not Furnished,"Gymnasium, Parking, Swimming Pool, Playground, Security, Minimart, Squash Court","Air-Cond, Cooking Allowed",Selangor
15613,950,Selangor - Kajang,Condominium,3.0,2.0,2.0,1250,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15614,1500,Selangor - Kajang,Condominium,3.0,2.0,2.0,1055,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15615,1300,Selangor - Kajang,Condominium,3.0,2.0,3.0,1000,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15616,1200,Selangor - Sepang,Condominium,3.0,2.0,2.0,818,Not Furnished,"Lift, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Multipurpose hall, Jogging Track",Cooking Allowed,Selangor
15617,1300,Selangor - Dengkil,Service Residence,2.0,1.0,1.0,478,Fully Furnished,"Security, Minimart, Swimming Pool, Gymnasium, Lift, Sauna, Parking, Playground, Barbeque area, Multipurpose hall, Club house, Jogging Track",None,Selangor
15618,1500,Selangor - Seri Kembangan,Condominium,2.0,2.0,2.0,1250,Fully Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
15619,1200,Selangor - Seri Kembangan,Service Residence,2.0,1.0,1.0,500,Fully Furnished,"Playground, Security, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
15620,900,Selangor - Cheras,Condominium,3.0,1.0,3.0,1600,Partially Furnished,"Minimart, Gymnasium, Sauna, Parking, Security, Playground, Swimming Pool","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor
15621,1000,Selangor - Ampang,Apartment,3.0,0.0,2.0,800,Not Furnished,"Security, Playground","Air-Cond, Cooking Allowed",Selangor
15622,1400,Selangor - Sepang,Service Residence,2.0,1.0,1.0,807,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Security, Playground, Barbeque area, Multipurpose hall, Lift, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
15623,2500,Selangor - Cyberjaya,Condominium,3.0,2.0,2.0,1390,Fully Furnished,None,None,Selangor
15624,1100,Selangor - Semenyih,Apartment,3.0,2.0,2.0,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15625,800,Selangor - Damansara Damai,Apartment,3.0,1.0,2.0,800,Not Furnished,"Parking, Security, Swimming Pool, Jogging Track",Cooking Allowed,Selangor
15626,3700,Selangor - Petaling Jaya,Service Residence,3.0,3.0,2.0,1205,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
15627,2800,Selangor - Bangi,Service Residence,3.0,2.0,2.0,950,Partially Furnished,None,"Air-Cond, Cooking Allowed",Selangor
15628,700,Selangor - Sepang,Condominium,1.0,1.0,1.0,450,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Gymnasium, Club house",None,Selangor
15629,500,Selangor - Kajang,Flat,3.0,0.0,1.0,570,Not Furnished,None,Cooking Allowed,Selangor
